Bet_Type,User_ID,Bet_Amount,Odds,Payout,Profit,ROI,Overall_Result,Parlay_Details
Single,90,175.18,1.81,317.08,141.9,0.81,Win,"[{'Pick_ID': 12161, 'User_ID': 90, 'Player_ID': 153, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 3.77, 'Actual_Stat': 3.05, 'Result': 'Win', 'Single_Odds': 1.81}]"
Parlay,50,180.07,4.98,0,-180.07,-1,Loss,"[{'Pick_ID': 12162, 'User_ID': 50, 'Player_ID': 204, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 238.52, 'Actual_Stat': 205.12, 'Result': 'Win', 'Single_Odds': 2.13}, {'Pick_ID': 12163, 'User_ID': 50, 'Player_ID': 203, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 200.04, 'Actual_Stat': 191.62, 'Result': 'Loss', 'Single_Odds': 2.34}]"
Parlay,126,174.78,14.41,0,-174.78,-1,Loss,"[{'Pick_ID': 12164, 'User_ID': 126, 'Player_ID': 10, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 206.16, 'Actual_Stat': 242.55, 'Result': 'Win', 'Single_Odds': 3.0}, {'Pick_ID': 12165, 'User_ID': 126, 'Player_ID': 136, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 1.59, 'Actual_Stat': 1.73, 'Result': 'Loss', 'Single_Odds': 2.64}, {'Pick_ID': 12166, 'User_ID': 126, 'Player_ID': 66, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 2.64, 'Actual_Stat': 2.36, 'Result': 'Win', 'Single_Odds': 1.82}]"
Parlay,89,166.09,13.12,0,-166.09,-1,Loss,"[{'Pick_ID': 12167, 'User_ID': 89, 'Player_ID': 25, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 1.39, 'Actual_Stat': 1.29, 'Result': 'Win', 'Single_Odds': 1.66}, {'Pick_ID': 12168, 'User_ID': 89, 'Player_ID': 126, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 216.26, 'Actual_Stat': 220.09, 'Result': 'Loss', 'Single_Odds': 2.94}, {'Pick_ID': 12169, 'User_ID': 89, 'Player_ID': 175, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 354.82, 'Actual_Stat': 373.0, 'Result': 'Loss', 'Single_Odds': 1.61}, {'Pick_ID': 12170, 'User_ID': 89, 'Player_ID': 135, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 1.84, 'Actual_Stat': 1.84, 'Result': 'Loss', 'Single_Odds': 1.67}]"
Single,50,167.58,2.52,0,-167.58,-1,Loss,"[{'Pick_ID': 12171, 'User_ID': 50, 'Player_ID': 236, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 1.81, 'Actual_Stat': 1.62, 'Result': 'Loss', 'Single_Odds': 2.52}]"
Single,39,90.69,1.62,146.92,56.23,0.62,Win,"[{'Pick_ID': 12172, 'User_ID': 39, 'Player_ID': 111, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 4.99, 'Actual_Stat': 4.62, 'Result': 'Win', 'Single_Odds': 1.62}]"
Single,199,199.81,1.62,0,-199.81,-1,Loss,"[{'Pick_ID': 12173, 'User_ID': 199, 'Player_ID': 158, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 124.75, 'Actual_Stat': 139.87, 'Result': 'Loss', 'Single_Odds': 1.62}]"
Parlay,109,51,14.19,0,-51,-1,Loss,"[{'Pick_ID': 12174, 'User_ID': 109, 'Player_ID': 275, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 2.92, 'Actual_Stat': 3.16, 'Result': 'Loss', 'Single_Odds': 2.97}, {'Pick_ID': 12175, 'User_ID': 109, 'Player_ID': 158, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 124.75, 'Actual_Stat': 139.87, 'Result': 'Win', 'Single_Odds': 2.67}, {'Pick_ID': 12176, 'User_ID': 109, 'Player_ID': 45, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 215.3, 'Actual_Stat': 176.01, 'Result': 'Loss', 'Single_Odds': 1.79}]"
Parlay,63,802.47,5.98,0,-802.47,-1,Loss,"[{'Pick_ID': 12177, 'User_ID': 63, 'Player_ID': 113, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 1.64, 'Actual_Stat': 1.42, 'Result': 'Loss', 'Single_Odds': 2.12}, {'Pick_ID': 12178, 'User_ID': 63, 'Player_ID': 251, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 58.03, 'Actual_Stat': 68.77, 'Result': 'Win', 'Single_Odds': 2.82}]"
Single,123,129.59,1.7,0,-129.59,-1,Loss,"[{'Pick_ID': 12179, 'User_ID': 123, 'Player_ID': 217, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 152.53, 'Actual_Stat': 123.28, 'Result': 'Loss', 'Single_Odds': 1.7}]"
Parlay,158,74.7,5.69,0,-74.7,-1,Loss,"[{'Pick_ID': 12180, 'User_ID': 158, 'Player_ID': 185, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 319.58, 'Actual_Stat': 338.99, 'Result': 'Loss', 'Single_Odds': 2.18}, {'Pick_ID': 12181, 'User_ID': 158, 'Player_ID': 297, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 2.03, 'Actual_Stat': 1.74, 'Result': 'Win', 'Single_Odds': 2.61}]"
Single,8,154.53,2.84,0,-154.53,-1,Loss,"[{'Pick_ID': 12182, 'User_ID': 8, 'Player_ID': 255, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 224.6, 'Actual_Stat': 258.11, 'Result': 'Loss', 'Single_Odds': 2.84}]"
Parlay,167,132.57,6.32,0,-132.57,-1,Loss,"[{'Pick_ID': 12183, 'User_ID': 167, 'Player_ID': 249, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 141.13, 'Actual_Stat': 161.84, 'Result': 'Win', 'Single_Odds': 2.47}, {'Pick_ID': 12184, 'User_ID': 167, 'Player_ID': 223, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 141.48, 'Actual_Stat': 118.35, 'Result': 'Loss', 'Single_Odds': 2.56}]"
Single,166,131.3,1.6,0,-131.3,-1,Loss,"[{'Pick_ID': 12185, 'User_ID': 166, 'Player_ID': 189, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 362.45, 'Actual_Stat': 343.52, 'Result': 'Loss', 'Single_Odds': 1.6}]"
Single,114,188.58,2.3,0,-188.58,-1,Loss,"[{'Pick_ID': 12186, 'User_ID': 114, 'Player_ID': 254, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 1.28, 'Actual_Stat': 1.38, 'Result': 'Loss', 'Single_Odds': 2.3}]"
Parlay,124,165.78,16.74,0,-165.78,-1,Loss,"[{'Pick_ID': 12187, 'User_ID': 124, 'Player_ID': 194, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 1.9, 'Actual_Stat': 2.07, 'Result': 'Win', 'Single_Odds': 2.09}, {'Pick_ID': 12188, 'User_ID': 124, 'Player_ID': 229, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 368.64, 'Actual_Stat': 300.66, 'Result': 'Win', 'Single_Odds': 3.0}, {'Pick_ID': 12189, 'User_ID': 124, 'Player_ID': 267, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 81.06, 'Actual_Stat': 72.86, 'Result': 'Loss', 'Single_Odds': 2.67}]"
Parlay,141,149.12,9.49,0,-149.12,-1,Loss,"[{'Pick_ID': 12190, 'User_ID': 141, 'Player_ID': 231, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 2.63, 'Actual_Stat': 2.26, 'Result': 'Loss', 'Single_Odds': 1.98}, {'Pick_ID': 12191, 'User_ID': 141, 'Player_ID': 149, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 4.03, 'Actual_Stat': 3.53, 'Result': 'Loss', 'Single_Odds': 2.55}, {'Pick_ID': 12192, 'User_ID': 141, 'Player_ID': 120, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 199.93, 'Actual_Stat': 171.79, 'Result': 'Win', 'Single_Odds': 1.88}]"
Single,118,17.04,1.61,0,-17.04,-1,Loss,"[{'Pick_ID': 12193, 'User_ID': 118, 'Player_ID': 20, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 233.93, 'Actual_Stat': 206.12, 'Result': 'Loss', 'Single_Odds': 1.61}]"
Single,17,177.72,2,355.44,177.72,1,Win,"[{'Pick_ID': 12194, 'User_ID': 17, 'Player_ID': 189, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 362.45, 'Actual_Stat': 343.52, 'Result': 'Win', 'Single_Odds': 2.0}]"
Single,3,59.91,1.89,0,-59.91,-1,Loss,"[{'Pick_ID': 12195, 'User_ID': 3, 'Player_ID': 188, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 3.81, 'Actual_Stat': 4.04, 'Result': 'Loss', 'Single_Odds': 1.89}]"
Parlay,58,51.72,5.5,0,-51.72,-1,Loss,"[{'Pick_ID': 12196, 'User_ID': 58, 'Player_ID': 170, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 3.12, 'Actual_Stat': 3.32, 'Result': 'Loss', 'Single_Odds': 2.36}, {'Pick_ID': 12197, 'User_ID': 58, 'Player_ID': 141, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 2.49, 'Actual_Stat': 2.96, 'Result': 'Win', 'Single_Odds': 2.33}]"
Single,162,499.19,2.36,0,-499.19,-1,Loss,"[{'Pick_ID': 12198, 'User_ID': 162, 'Player_ID': 135, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 1.84, 'Actual_Stat': 1.84, 'Result': 'Loss', 'Single_Odds': 2.36}]"
Single,152,116.05,2.56,297.09,181.04,1.56,Win,"[{'Pick_ID': 12199, 'User_ID': 152, 'Player_ID': 298, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 225.14, 'Actual_Stat': 189.42, 'Result': 'Win', 'Single_Odds': 2.56}]"
Parlay,152,127.22,5.39,0,-127.22,-1,Loss,"[{'Pick_ID': 12200, 'User_ID': 152, 'Player_ID': 73, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 294.28, 'Actual_Stat': 307.83, 'Result': 'Win', 'Single_Odds': 1.82}, {'Pick_ID': 12201, 'User_ID': 152, 'Player_ID': 230, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 2.13, 'Actual_Stat': 2.13, 'Result': 'Loss', 'Single_Odds': 2.96}]"
Parlay,3,26.2,3.44,0,-26.2,-1,Loss,"[{'Pick_ID': 12202, 'User_ID': 3, 'Player_ID': 132, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 1.01, 'Actual_Stat': 0.92, 'Result': 'Loss', 'Single_Odds': 2.1}, {'Pick_ID': 12203, 'User_ID': 3, 'Player_ID': 93, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 372.27, 'Actual_Stat': 412.51, 'Result': 'Loss', 'Single_Odds': 1.64}]"
Single,33,30.7,1.8,55.26,24.56,0.8,Win,"[{'Pick_ID': 12204, 'User_ID': 33, 'Player_ID': 60, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 2.33, 'Actual_Stat': 2.27, 'Result': 'Win', 'Single_Odds': 1.8}]"
Parlay,176,72.28,32.73,0,-72.28,-1,Loss,"[{'Pick_ID': 12205, 'User_ID': 176, 'Player_ID': 274, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 3.12, 'Actual_Stat': 3.63, 'Result': 'Loss', 'Single_Odds': 2.25}, {'Pick_ID': 12206, 'User_ID': 176, 'Player_ID': 75, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 4.69, 'Actual_Stat': 4.45, 'Result': 'Loss', 'Single_Odds': 2.14}, {'Pick_ID': 12207, 'User_ID': 176, 'Player_ID': 272, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 4.4, 'Actual_Stat': 3.54, 'Result': 'Win', 'Single_Odds': 2.49}, {'Pick_ID': 12208, 'User_ID': 176, 'Player_ID': 241, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 4.96, 'Actual_Stat': 5.88, 'Result': 'Win', 'Single_Odds': 2.73}]"
Parlay,154,52.5,4.44,0,-52.5,-1,Loss,"[{'Pick_ID': 12209, 'User_ID': 154, 'Player_ID': 119, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 279.27, 'Actual_Stat': 317.86, 'Result': 'Win', 'Single_Odds': 2.76}, {'Pick_ID': 12210, 'User_ID': 154, 'Player_ID': 269, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 394.67, 'Actual_Stat': 448.31, 'Result': 'Loss', 'Single_Odds': 1.61}]"
Single,163,66.28,2.22,0,-66.28,-1,Loss,"[{'Pick_ID': 12211, 'User_ID': 163, 'Player_ID': 17, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 3.49, 'Actual_Stat': 3.94, 'Result': 'Loss', 'Single_Odds': 2.22}]"
Parlay,199,91.97,5.13,471.81,379.84,4.13,Win,"[{'Pick_ID': 12212, 'User_ID': 199, 'Player_ID': 281, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 73.76, 'Actual_Stat': 75.13, 'Result': 'Win', 'Single_Odds': 2.28}, {'Pick_ID': 12213, 'User_ID': 199, 'Player_ID': 137, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 359.51, 'Actual_Stat': 400.45, 'Result': 'Win', 'Single_Odds': 2.25}]"
Single,140,531.49,1.87,0,-531.49,-1,Loss,"[{'Pick_ID': 12214, 'User_ID': 140, 'Player_ID': 54, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 2.75, 'Actual_Stat': 3.17, 'Result': 'Loss', 'Single_Odds': 1.87}]"
Single,38,70.56,1.97,0,-70.56,-1,Loss,"[{'Pick_ID': 12215, 'User_ID': 38, 'Player_ID': 27, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 3.8, 'Actual_Stat': 4.41, 'Result': 'Loss', 'Single_Odds': 1.97}]"
Single,138,114.19,2.45,279.77,165.58,1.45,Win,"[{'Pick_ID': 12216, 'User_ID': 138, 'Player_ID': 222, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 4.78, 'Actual_Stat': 4.97, 'Result': 'Win', 'Single_Odds': 2.45}]"
Parlay,58,21.2,6.54,0,-21.2,-1,Loss,"[{'Pick_ID': 12217, 'User_ID': 58, 'Player_ID': 242, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 356.54, 'Actual_Stat': 401.07, 'Result': 'Loss', 'Single_Odds': 1.79}, {'Pick_ID': 12218, 'User_ID': 58, 'Player_ID': 123, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 60.16, 'Actual_Stat': 51.44, 'Result': 'Loss', 'Single_Odds': 1.8}, {'Pick_ID': 12219, 'User_ID': 58, 'Player_ID': 49, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 3.87, 'Actual_Stat': 3.83, 'Result': 'Loss', 'Single_Odds': 2.03}]"
Single,150,105.16,1.54,161.95,56.79,0.54,Win,"[{'Pick_ID': 12220, 'User_ID': 150, 'Player_ID': 271, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 2.91, 'Actual_Stat': 2.87, 'Result': 'Win', 'Single_Odds': 1.54}]"
Single,198,198.16,1.79,0,-198.16,-1,Loss,"[{'Pick_ID': 12221, 'User_ID': 198, 'Player_ID': 201, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 4.05, 'Actual_Stat': 3.61, 'Result': 'Loss', 'Single_Odds': 1.79}]"
Single,93,891.91,1.69,1507.33,615.42,0.69,Win,"[{'Pick_ID': 12222, 'User_ID': 93, 'Player_ID': 243, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 357.91, 'Actual_Stat': 397.38, 'Result': 'Win', 'Single_Odds': 1.69}]"
Single,63,778.35,1.71,0,-778.35,-1,Loss,"[{'Pick_ID': 12223, 'User_ID': 63, 'Player_ID': 139, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 3.39, 'Actual_Stat': 4.0, 'Result': 'Loss', 'Single_Odds': 1.71}]"
Single,94,445.83,2.55,1136.87,691.04,1.55,Win,"[{'Pick_ID': 12224, 'User_ID': 94, 'Player_ID': 117, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 165.48, 'Actual_Stat': 142.91, 'Result': 'Win', 'Single_Odds': 2.55}]"
Parlay,148,142.02,64.68,0,-142.02,-1,Loss,"[{'Pick_ID': 12225, 'User_ID': 148, 'Player_ID': 93, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 372.27, 'Actual_Stat': 412.51, 'Result': 'Loss', 'Single_Odds': 2.94}, {'Pick_ID': 12226, 'User_ID': 148, 'Player_ID': 56, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 4.35, 'Actual_Stat': 5.21, 'Result': 'Win', 'Single_Odds': 2.99}, {'Pick_ID': 12227, 'User_ID': 148, 'Player_ID': 10, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 206.16, 'Actual_Stat': 242.55, 'Result': 'Win', 'Single_Odds': 2.92}, {'Pick_ID': 12228, 'User_ID': 148, 'Player_ID': 298, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 225.14, 'Actual_Stat': 189.42, 'Result': 'Loss', 'Single_Odds': 2.52}]"
Single,164,30.05,2.65,0,-30.05,-1,Loss,"[{'Pick_ID': 12229, 'User_ID': 164, 'Player_ID': 49, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 3.87, 'Actual_Stat': 3.83, 'Result': 'Loss', 'Single_Odds': 2.65}]"
Parlay,82,146.08,10.61,0,-146.08,-1,Loss,"[{'Pick_ID': 12230, 'User_ID': 82, 'Player_ID': 269, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 394.67, 'Actual_Stat': 448.31, 'Result': 'Win', 'Single_Odds': 1.67}, {'Pick_ID': 12231, 'User_ID': 82, 'Player_ID': 46, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 365.0, 'Actual_Stat': 380.16, 'Result': 'Loss', 'Single_Odds': 2.51}, {'Pick_ID': 12232, 'User_ID': 82, 'Player_ID': 201, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 4.05, 'Actual_Stat': 3.61, 'Result': 'Win', 'Single_Odds': 2.53}]"
Parlay,147,951.14,4.16,0,-951.14,-1,Loss,"[{'Pick_ID': 12233, 'User_ID': 147, 'Player_ID': 28, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 217.44, 'Actual_Stat': 188.25, 'Result': 'Loss', 'Single_Odds': 2.3}, {'Pick_ID': 12234, 'User_ID': 147, 'Player_ID': 2, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 253.18, 'Actual_Stat': 299.11, 'Result': 'Win', 'Single_Odds': 1.81}]"
Single,27,193.52,2.6,503.15,309.63,1.6,Win,"[{'Pick_ID': 12235, 'User_ID': 27, 'Player_ID': 235, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 232.22, 'Actual_Stat': 201.14, 'Result': 'Win', 'Single_Odds': 2.6}]"
Single,22,44.97,2.03,91.29,46.32,1.03,Win,"[{'Pick_ID': 12236, 'User_ID': 22, 'Player_ID': 89, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 2.51, 'Actual_Stat': 2.05, 'Result': 'Win', 'Single_Odds': 2.03}]"
Single,2,103.28,2.85,294.35,191.07,1.85,Win,"[{'Pick_ID': 12237, 'User_ID': 2, 'Player_ID': 179, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 4.51, 'Actual_Stat': 4.12, 'Result': 'Win', 'Single_Odds': 2.85}]"
Single,45,117.92,2.15,0,-117.92,-1,Loss,"[{'Pick_ID': 12238, 'User_ID': 45, 'Player_ID': 165, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 295.89, 'Actual_Stat': 256.94, 'Result': 'Loss', 'Single_Odds': 2.15}]"
Single,118,73,1.57,0,-73,-1,Loss,"[{'Pick_ID': 12239, 'User_ID': 118, 'Player_ID': 210, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 4.58, 'Actual_Stat': 5.28, 'Result': 'Loss', 'Single_Odds': 1.57}]"
Single,123,166.55,1.89,0,-166.55,-1,Loss,"[{'Pick_ID': 12240, 'User_ID': 123, 'Player_ID': 57, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 234.13, 'Actual_Stat': 258.21, 'Result': 'Loss', 'Single_Odds': 1.89}]"
Single,10,80.78,2.01,0,-80.78,-1,Loss,"[{'Pick_ID': 12241, 'User_ID': 10, 'Player_ID': 295, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 4.19, 'Actual_Stat': 4.74, 'Result': 'Loss', 'Single_Odds': 2.01}]"
Single,1,28.78,2.78,80.01,51.23,1.78,Win,"[{'Pick_ID': 12242, 'User_ID': 1, 'Player_ID': 149, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 4.03, 'Actual_Stat': 3.53, 'Result': 'Win', 'Single_Odds': 2.78}]"
Single,93,659.1,2.94,1937.75,1278.65,1.94,Win,"[{'Pick_ID': 12243, 'User_ID': 93, 'Player_ID': 153, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 3.77, 'Actual_Stat': 3.05, 'Result': 'Win', 'Single_Odds': 2.94}]"
Single,190,119.45,2.84,339.24,219.79,1.84,Win,"[{'Pick_ID': 12244, 'User_ID': 190, 'Player_ID': 270, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 224.45, 'Actual_Stat': 224.98, 'Result': 'Win', 'Single_Odds': 2.84}]"
Parlay,53,179.19,5.25,941.12,761.93,4.252,Win,"[{'Pick_ID': 12245, 'User_ID': 53, 'Player_ID': 17, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 3.49, 'Actual_Stat': 3.94, 'Result': 'Win', 'Single_Odds': 2.87}, {'Pick_ID': 12246, 'User_ID': 53, 'Player_ID': 271, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 2.91, 'Actual_Stat': 2.87, 'Result': 'Win', 'Single_Odds': 1.83}]"
Parlay,99,69.47,14.15,982.67,913.2,13.145,Win,"[{'Pick_ID': 12247, 'User_ID': 99, 'Player_ID': 106, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 106.94, 'Actual_Stat': 98.41, 'Result': 'Win', 'Single_Odds': 2.79}, {'Pick_ID': 12248, 'User_ID': 99, 'Player_ID': 136, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 1.59, 'Actual_Stat': 1.73, 'Result': 'Win', 'Single_Odds': 3.0}, {'Pick_ID': 12249, 'User_ID': 99, 'Player_ID': 129, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 182.81, 'Actual_Stat': 183.11, 'Result': 'Win', 'Single_Odds': 1.69}]"
Single,27,88.95,2.1,0,-88.95,-1,Loss,"[{'Pick_ID': 12250, 'User_ID': 27, 'Player_ID': 45, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 215.3, 'Actual_Stat': 176.01, 'Result': 'Loss', 'Single_Odds': 2.1}]"
Parlay,93,394.76,9.82,0,-394.76,-1,Loss,"[{'Pick_ID': 12251, 'User_ID': 93, 'Player_ID': 8, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 285.67, 'Actual_Stat': 291.27, 'Result': 'Win', 'Single_Odds': 1.75}, {'Pick_ID': 12252, 'User_ID': 93, 'Player_ID': 131, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 4.9, 'Actual_Stat': 4.05, 'Result': 'Loss', 'Single_Odds': 1.72}, {'Pick_ID': 12253, 'User_ID': 93, 'Player_ID': 160, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 4.95, 'Actual_Stat': 5.73, 'Result': 'Win', 'Single_Odds': 1.51}, {'Pick_ID': 12254, 'User_ID': 93, 'Player_ID': 185, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 319.58, 'Actual_Stat': 338.99, 'Result': 'Win', 'Single_Odds': 2.16}]"
Single,58,60.07,1.67,0,-60.07,-1,Loss,"[{'Pick_ID': 12255, 'User_ID': 58, 'Player_ID': 296, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 4.12, 'Actual_Stat': 3.75, 'Result': 'Loss', 'Single_Odds': 1.67}]"
Single,32,191.13,2.39,456.8,265.67,1.39,Win,"[{'Pick_ID': 12256, 'User_ID': 32, 'Player_ID': 159, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 1.89, 'Actual_Stat': 1.66, 'Result': 'Win', 'Single_Odds': 2.39}]"
Single,61,186.5,2.97,553.91,367.41,1.97,Win,"[{'Pick_ID': 12257, 'User_ID': 61, 'Player_ID': 185, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 319.58, 'Actual_Stat': 338.99, 'Result': 'Win', 'Single_Odds': 2.97}]"
Parlay,56,114.89,20.23,0,-114.89,-1,Loss,"[{'Pick_ID': 12258, 'User_ID': 56, 'Player_ID': 108, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 3.54, 'Actual_Stat': 3.45, 'Result': 'Loss', 'Single_Odds': 2.78}, {'Pick_ID': 12259, 'User_ID': 56, 'Player_ID': 62, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 3.33, 'Actual_Stat': 3.32, 'Result': 'Loss', 'Single_Odds': 1.76}, {'Pick_ID': 12260, 'User_ID': 56, 'Player_ID': 140, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 205.94, 'Actual_Stat': 231.21, 'Result': 'Loss', 'Single_Odds': 2.11}, {'Pick_ID': 12261, 'User_ID': 56, 'Player_ID': 104, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 98.88, 'Actual_Stat': 95.7, 'Result': 'Win', 'Single_Odds': 1.96}]"
